ID,Organism,type
294,"gi|3183144|sp|Q51856.1|RBL_HYDTE RecName: Full=Ribulose bisphosphate carboxylase large chain; Short=RuBisCO large subunit >gi|505126|dbj|BAA06437.1| ribulose-1,5-bisphosphate carboxylase oxygenase large subunit [Hydrogenophilus thermoluteolus]",reference,I
295,"gi|731517219|gb|AIZ66137.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [synthetic construct]",reference,I
296,"gi|499441115|ref|WP_011128579.1| MULTISPECIES: form I ribulose bisphosphate carboxylase large subunit [Synechococcus] >gi|81574178|sp|Q7U5I8.1|RBL_SYNPX RecName: Full=Ribulose bisphosphate carboxylase large chain; Short=RuBisCO large subunit >gi|33639225|emb|CAE08233.1| Ribulose bisphosphate carboxylase, large chain [Synechococcus sp. WH 8102] >gi|90655625|gb|ABD96461.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [uncultured marine type-A Synechococcus GOM 5D20] >gi|874571805|emb|CRY92688.1| Ribulose bisphosphate carboxylase, large subunit [Synechococcus sp. WH 8103] >gi|1509515577|gb|RNC90414.1| ribulose bisphosphate carboxylase large chain [Synechococcus sp. YX04-3]",reference,I
297,gi|503280792|ref|WP_013515453.1| ribulose-bisphosphate carboxylase [Pseudodesulfovibrio aespoeensis] >gi|316944493|gb|ADU63544.1| Ribulose-bisphosphate carboxylase [Pseudodesulfovibrio aespoeensis Aspo-2],reference,II
298,gi|493160092|ref|WP_006167759.1| type III ribulose-bisphosphate carboxylase [Natrialba chahannaoensis] >gi|445645721|gb|ELY98720.1| ribulose bisophosphate carboxylase [Natrialba chahannaoensis JCM 10990],reference,IIIb
299,"gi|505404440|ref|WP_015591542.1| type III ribulose-bisphosphate carboxylase [Archaeoglobus sulfaticallidus] >gi|484593303|gb|AGK61946.1| ribulose 1,5-bisphosphate carboxylase large subunit [Archaeoglobus sulfaticallidus PM70-1]",reference,IIIb
300,"gwa2_scaffold_4504_16 ribulose bisphosphate carboxylase, type III; K01601 ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39] Tax=RIFCSPLOWO2_01_FULL_OP11_Gottesmanbacteria_42_22_curated id=4562172 bin=""OP11_GWA2_42_18"" species=RIFCSPLOWO2_01_FULL_OP11_Gottesmanbacteria_42_22_curated genus=unknown taxon_order=unknown taxon_class=Gottesmanbacteria phylum=Microgenomates organism_tax=RIFCSPLOWO2_01_FULL_OP11_Gottesmanbacteria_42_22_curated, Gottesmanbacteria, Microgenomates, Bacteria organism_desc=Genome includes RuBisCO",Gottesmanbacteria,IIIlike
301,"gwf1_scaffold_1054_12 Ribulose bisphosphate carboxylase {ECO:0000313|EMBL:KKT28340.1}; TaxID=1618957 species=""Bacteria; Parcubacteria.;"" source=""Parcubacteria bacterium GW2011_GWF1_43_9.;"" id=2435743 bin=""GWF1_OD1_rub_43_9"" species=Parcubacteria bacterium GW2011_GWF1_43_9 genus=unknown taxon_order=unknown taxon_class=unknown phylum=Parcubacteria organism_tax=Parcubacteria bacterium GW2011_GWF1_43_9, Parcubacteria, Bacteria",Veblenbacteria,IIIlike
302,"gi|1572539502|emb|VDD88803.1| RuBisCO long chain, Form II/III [uncultured bacterium]",Peregrinibacteria,II/III
303,"gi|1276424375|gb|PIN88808.1| ribulose 1,5-bisphosphate carboxylase [Candidatus Pacearchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_35_13]",Pacearchaeota,II/III
304,"gi|1572541153|emb|VDS11203.1| RuBisCO long chain, Form II/III [uncultured Candidatus Pacearchaeota archaeon]",Pacearchaeota,II/III
305,"gi|1572539987|emb|VDD89011.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Micrarchaeota,IIIb
306,"gi|1572539440|emb|VDD88761.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
307,"gi|1572540099|emb|VDD89101.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
308,"gi|1572540511|emb|VDD89260.1| RuBisCO long chain, Form III-b [uncultured archaeon]",unknown,IIIb
309,"gi|1572540011|emb|VDD89034.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Micrarchaeota,IIIb
310,"gi|1572540513|emb|VDD89261.1| RuBisCO long chain, Form unknown [uncultured bacterium]",Peregrinibacteria,unknown
311,"gi|110620422|emb|CAJ35700.1| ribulose 1,5-bisphosphate carboxylase (RuBisCO),large subunit [Methanocella arvoryzae MRE50]",reference,IIIa
312,"gi|1572539965|emb|VDD88994.1| RuBisCO long chain, Form III-c [uncultured bacterium]",Falkowbacteria,IIIc
313,"gi|1572540305|emb|VDD89249.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
314,"gi|1572539366|emb|VDD88699.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Aenigmarchaeota,IIIb
315,"gi|1572540213|emb|VDD89175.1| RuBisCO long chain, Form III-c [uncultured bacterium]",Kuenenbacteria,IIIc
316,"gi|1572539568|emb|VDD88859.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
317,"gi|1572539422|emb|VDD88748.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
318,gi|659880890|ref|WP_029927633.1| form I ribulose bisphosphate carboxylase large subunit [Nocardia otitidiscaviarum],reference,I
319,"gi|1572539552|emb|VDD88845.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Micrarchaeota,IIIb
320,"gi|1572541017|emb|VDS11135.1| RuBisCO long chain, Form III-b [uncultured Candidatus Pacearchaeota archaeon]",Pacearchaeota,IIIb
321,"gi|1572540169|emb|VDD89151.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
322,"gi|1572540289|emb|VDD89241.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
323,"gi|1572540229|emb|VDD89188.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
324,"gi|1572539454|emb|VDD88768.1| RuBisCO long chain, Form III-like [uncultured archaeon]",Pacearchaeota,IIIlike
325,"gi|1572540047|emb|VDD89060.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
326,"gi|1572540235|emb|VDD89191.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
327,"gi|1572541099|emb|VDS11176.1| RuBisCO long chain, Form III-b [uncultured Candidatus Woesearchaeota archaeon]",Woesearchaeota,IIIb
328,"gi|494128236|ref|WP_007068008.1| ribulose-bisphosphate carboxylase [Fulvimarina pelagi] >gi|114538512|gb|EAU41633.1| putative ribulose bisphosphate carboxylaseoxygenase,large subunit [Fulvimarina pelagi HTCC2506]",reference,IV
329,"gi|1572539392|emb|VDD88721.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
330,"gi|1572539654|emb|VDD88919.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
331,"gi|1572539592|emb|VDD88875.1| RuBisCO long chain, Form III-like [uncultured archaeon]",Pacearchaeota,IIIlike
332,"gi|1572539993|emb|VDD89022.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
333,"gi|1572539352|emb|VDD88682.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
334,"gi|1572539382|emb|VDD88716.1| RuBisCO long chain, Form III-like [uncultured bacterium]",Parcubacteria,IIIlike
335,"gi|1572539698|emb|VDD88951.1| RuBisCO long chain, Form III-like [uncultured bacterium]",Roizmanbacteria,IIIlike
336,"gi|1572539420|emb|VDD88747.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
337,"gi|1572539638|emb|VDD88905.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Aenigmarchaeota,IIIb
338,"gi|1572539410|emb|VDD88738.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
339,"gi|1572539620|emb|VDD88893.1| RuBisCO long chain, Form III-like [uncultured archaeon]",Pacearchaeota,IIIlike
340,"gi|1572540049|emb|VDD89062.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
341,"gi|1572539971|emb|VDD89003.1| RuBisCO long chain, Form III-like [uncultured archaeon]",Woesearchaeota,IIIlike
342,TARA_137.SAMEA2623314.375.0.22-3_679068_26 /annotation=ribulose bisophosphate carboxylase/domain=Archaea /phylum=Pacearchaeota,Pacearchaeota,IIIb
343,"TARA_039.SAMEA2620106.270.0.1-0.22_774_36 /annotation=ribulose bisphosphate carboxylase, type III (EC:4.1.1.39) /ngenes=45",Pacearchaeota,IIIlike
344,"TARA_039.SAMEA2620106.270.0.1-0.22_3514_9 /annotation=ribulose bisphosphate carboxylase, type III (EC:4.1.1.39) /domain=Archaea",Pacearchaeota,IIIlike
345,"gi|500137273|ref|WP_011813278.1| ribulose-bisphosphate carboxylase [Halorhodospira halophila] >gi|121588675|gb|ABM61255.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Halorhodospira halophila SL1]",reference,IV
346,"gi|75428927|sp|Q48952.1|RBL_MOBAS RecName: Full=Ribulose bisphosphate carboxylase large chain; Short=RuBisCO large subunit >gi|567189|gb|AAB41464.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Aurantimonas manganoxydans SI85-9A1]",reference,I
347,"gi|500137840|ref|WP_011813845.1| form I ribulose bisphosphate carboxylase large subunit [Halorhodospira halophila] >gi|158514013|sp|A1WVW0.1|RBL_HALHL RecName: Full=Ribulose bisphosphate carboxylase large chain; Short=RuBisCO large subunit >gi|121589242|gb|ABM61822.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Halorhodospira halophila SL1]",reference,I
348,gi|500666180|ref|WP_011969556.1| form I ribulose bisphosphate carboxylase large subunit [Sinorhizobium medicae] >gi|150376071|ref|YP_001312667.1| ribulose bisophosphate carboxylase (plasmid) [Sinorhizobium medicae WSM419] >gi|160112878|sp|P56889.2|RBL1_SINMW RecName: Full=Ribulose bisphosphate carboxylase large chain; Short=RuBisCO large subunit >gi|150030618|gb|ABR62734.1| Ribulose-bisphosphate carboxylase (plasmid) [Sinorhizobium medicae WSM419] >gi|1321137913|gb|PLT84305.1| ribulose bisphosphate carboxylase large chain [Sinorhizobium medicae] >gi|1321150823|gb|PLT96908.1| ribulose bisphosphate carboxylase large chain [Sinorhizobium medicae] >gi|1321198696|gb|PLU43098.1| ribulose bisphosphate carboxylase large chain [Sinorhizobium medicae] >gi|1321210781|gb|PLU54901.1| ribulose bisphosphate carboxylase large chain [Sinorhizobium medicae] >gi|1321214329|gb|PLU58276.1| ribulose bisphosphate carboxylase large chain [Sinorhizobium medicae] >gi|1321222791|gb|PLU66017.1| ribulose bisphosphate carboxylase large chain [Sinorhizobium medicae] >gi|1321231095|gb|PLU73704.1| ribulose bisphosphate carboxylase large chain [Sinorhizobium medicae] >gi|1549467105|gb|RVH92529.1| ribulose bisphosphate carboxylase large chain [Sinorhizobium medicae] >gi|1549538691|gb|RVI58223.1| ribulose bisphosphate carboxylase large chain [Sinorhizobium medicae] >gi|1549579323|gb|RVI95986.1| ribulose bisphosphate carboxylase large chain [Sinorhizobium medicae] >gi|1549587607|gb|RVJ03783.1| ribulose bisphosphate carboxylase large chain [Sinorhizobium medicae] >gi|1549594507|gb|RVJ10540.1| ribulose bisphosphate carboxylase large chain [Sinorhizobium medicae] >gi|1549611558|gb|RVJ26514.1| ribulose bisphosphate carboxylase large chain [Sinorhizobium medicae] >gi|1549613009|gb|RVJ27830.1| ribulose bisphosphate carboxylase large chain [Sinorhizobium medicae] >gi|1549620899|gb|RVJ35352.1| ribulose bisphosphate carboxylase large chain [Sinorhizobium medicae] >gi|1549623297|gb|RVJ37561.1| ribulose bisphosphate carboxylase large chain [Sinorhizobium medicae] >gi|1549636392|gb|RVJ49993.1| ribulose bisphosphate carboxylase large chain [Sinorhizobium medicae] >gi|1549638722|gb|RVJ52262.1| ribulose bisphosphate carboxylase large chain [Sinorhizobium medicae] >gi|1549658630|gb|RVJ71241.1| ribulose bisphosphate carboxylase large chain [Sinorhizobium medicae] >gi|1549701469|gb|RVK12042.1| ribulose bisphosphate carboxylase large chain [Sinorhizobium medicae] >gi|1550281757|gb|RVP51059.1| ribulose bisphosphate carboxylase large chain [Sinorhizobium medicae] >gi|1550301635|gb|RVP70113.1| ribulose bisphosphate carboxylase large chain [Sinorhizobium medicae] >gi|1550308444|gb|RVP76608.1| ribulose bisphosphate carboxylase large chain [Sinorhizobium medicae] >gi|1550385549|gb|RVQ49218.1| ribulose bisphosphate carboxylase large chain [Sinorhizobium medicae] >gi|1550399197|gb|RVQ62297.1| ribulose bisphosphate carboxylase large chain [Sinorhizobium medicae],reference,I
349,gi|503602021|ref|WP_013836097.1| form I ribulose bisphosphate carboxylase large subunit [Thiomicrospira cyclica] >gi|333965557|gb|AEG32323.1| Ribulose bisphosphate carboxylase large chain [Thiomicrospira cyclica ALM1],reference,I
350,gi|494803605|ref|WP_007539013.1| type III ribulose-bisphosphate carboxylase [Haloferax larsenii] >gi|445732660|gb|ELZ84242.1| ribulose bisophosphate carboxylase [Haloferax larsenii JCM 13917],reference,IIIb
351,gi|218766067|gb|ACL11466.1| ribulose bisophosphate carboxylase [Desulfurococcus amylolyticus 1221n],reference,IIIb
352,gi|504680960|ref|WP_014868062.1| type III ribulose-bisphosphate carboxylase [Methanoculleus bourgensis] >gi|396939834|emb|CCJ37089.1| ribulose bisophosphate carboxylase [Methanoculleus bourgensis MS2],reference,IIIb
353,RBCSeed_30 gwf2_scaffold_9_343,Dojkabacteria,II/III
354,"cg1_0.2_scaffold_1669_c_9 ribulose-bisphosphate carboxylase (EC:4.1.1.39); K01601 ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39] Tax=CG_PER_02 id=92601598 bin=""CG1_02_FULL_Peregrinibacteria_44_21_curated"" species=CG_PER_02 genus=unknown taxon_order=unknown taxon_class=unknown phylum=Peregrinibacteria organism_tax=CG_PER_02, Peregrinibacteria, Bacteria",reference,II/III
355,"RIFOXYC2_FULL_OD1_48_21_rifoxyc2_full_scaffold_977_4 ribulose bisphosphate carboxylase, type III (EC:4.1.1.39); K01601 ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39] Tax=RIFOXYC2_FULL_OD1_Falkowbacteria_48_21_curated id=89843297 bin=""Candidatus Falkowbacteria bacterium RIFOXYC2_FULL_48_21"" species=RIFOXYC2_FULL_OD1_Falkowbacteria_48_21_curated genus=unknown taxon_order=unknown taxon_class=Falkowbacteria phylum=Parcubacteria organism_tax=RIFOXYC2_FULL_OD1_Falkowbacteria_48_21_curated",Falkowbacteria,IIIc
356,gi|1278699910|gb|PJC01515.1| ribulose-bisphosphate carboxylase large subunit [Candidatus Komeilibacteria bacterium CG_4_9_14_0_8_um_filter_36_9],Patescibacteria,IIIc
357,"cg1_0.2_scaffold_5501_c_7 ribulose bisphosphate carboxylase, type III (EC:4.1.1.39); K01601 ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39] Tax=CG_Pacearch_02 id=91909797 bin=""CG1_02_FULL_Pacearchaeota_35_32_curated"" species=CG_Pacearch_02 genus=unknown taxon_order=unknown taxon_class=unknown phylum=Pacearchaeota organism_tax=CG_Pacearch_02, Pacearchaeota, Archaea",Pacearchaeota,IIIb
358,"gwd1_scaffold_1521_5 Ribulose-bisphosphate carboxylase {ECO:0000313|EMBL:KKT85720.1}; TaxID=1618939 species=""Bacteria; Parcubacteria.;"" source=""Parcubacteria bacterium GW2011_GWD1_44_9.;"" id=2345555 bin=""GWD1_OD1_44_9_partial"" species=Parcubacteria bacterium GW2011_GWD1_44_9 genus=unknown taxon_order=unknown taxon_class=unknown phylum=Parcubacteria organism_tax=GWC1_OD1_43_30, Parcubacteria, Bacteria",Parcubacteria,IV
359,"gi|1572539644|emb|VDD88908.1| RuBisCO long chain, Form II/III [uncultured archaeon]",Pacearchaeota,II/III
360,"gi|1572539680|emb|VDD88942.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
361,"gi|1572539556|emb|VDD88847.1| RuBisCO long chain, Form III-b [uncultured bacterium]",Amesbacteria,IIIb
362,"gi|1572539580|emb|VDD88869.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
363,"gi|1572540175|emb|VDD89154.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
364,"gi|1572540071|emb|VDD89084.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Micrarchaeota,IIIb
365,"gi|1572539536|emb|VDD88829.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
366,"gi|1572539354|emb|VDD88683.1| RuBisCO long chain, Form III-c [uncultured bacterium]",Kuenenbacteria,IIIc
367,"gi|1572541011|emb|VDS11132.1| RuBisCO long chain, Form III-b [uncultured Candidatus Pacearchaeota archaeon] >gi|1572541071|emb|VDS11162.1| RuBisCO long chain, Form III-b [uncultured Candidatus Pacearchaeota archaeon] >gi|1572541131|emb|VDS11192.1| RuBisCO long chain, Form III-b [uncultured Candidatus Pacearchaeota archaeon] >gi|1572541149|emb|VDS11201.1| RuBisCO long chain, Form III-b [uncultured Candidatus Pacearchaeota archaeon] >gi|1572541165|emb|VDS11209.1| RuBisCO long chain, Form III-b [uncultured Candidatus Pacearchaeota archaeon]",Pacearchaeota,IIIb
368,"gi|1572541029|emb|VDS11141.1| RuBisCO long chain, Form III-b [uncultured Candidatus Woesearchaeota archaeon]",Woesearchaeota,IIIb
369,gi|1176154198|gb|OQX71398.1| type III ribulose-bisphosphate carboxylase [Candidatus Parcubacteria bacterium 4484_255],Parcubacteria,IIIc
370,gi|1176154198|gb|OQX71398.1| type III ribulose-bisphosphate carboxylase [Candidatus Parcubacteria bacterium 4484_255],reference,IIIc
371,"gi|1277251143|gb|PIS42914.1| type III ribulose-bisphosphate carboxylase [Candidatus Kerfeldbacteria bacterium CG08_land_8_20_14_0_20_40_16] >gi|1572540119|emb|VDD89111.1| RuBisCO long chain, Form III-c [uncultured bacterium]",Kuenenbacteria,IIIc
372,"gi|1572540139|emb|VDD89124.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
373,"gi|1277101442|gb|PIR05832.1| ribulose-bisphosphate carboxylase large subunit [Candidatus Kuenenbacteria bacterium CG11_big_fil_rev_8_21_14_0_20_37_9] >gi|1277795249|gb|PIU10736.1| ribulose-bisphosphate carboxylase large subunit [Candidatus Kuenenbacteria bacterium CG08_land_8_20_14_0_20_37_23] >gi|1572539504|emb|VDD88806.1| RuBisCO long chain, Form III-c [uncultured bacterium]",Kuenenbacteria,IIIc
374,gi|518884741|ref|WP_020040616.1| form I ribulose bisphosphate carboxylase large subunit [Salipiger mucosus] >gi|528097763|gb|EPX79483.1| Ribulose bisphosphate carboxylase large chain [Salipiger mucosus DSM 16094],reference,I
375,"gi|1572541049|emb|VDS11151.1| RuBisCO long chain, Form III-b [uncultured Candidatus Micrarchaeota archaeon]",Micrarchaeota,IIIb
376,"gi|1572540117|emb|VDD89110.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Micrarchaeota,IIIb
377,"gi|1572539470|emb|VDD88776.1| RuBisCO long chain, Form III-like [uncultured archaeon]",Pacearchaeota,IIIlike
378,"gi|1572539532|emb|VDD88827.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
379,"gi|1572540185|emb|VDD89159.1| RuBisCO long chain, Form III-like [uncultured archaeon]",Pacearchaeota,IIIlike
380,"gi|1572539498|emb|VDD88794.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
381,"gi|1572539656|emb|VDD88920.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
382,"gi|1572540021|emb|VDD89039.1| RuBisCO long chain, Form III-like [uncultured archaeon]",Pacearchaeota,IIIlike
383,"gi|1572539414|emb|VDD88743.1| RuBisCO long chain, Form III-c [uncultured bacterium]",Gottesmanbacteria,IIIc
384,"gi|1572539446|emb|VDD88764.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Aenigmarchaeota,IIIb
385,"gi|1572540247|emb|VDD89206.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
386,"gi|1572540245|emb|VDD89205.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
387,"gi|1572539931|emb|VDD88968.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
388,"gi|1572539999|emb|VDD89028.1| RuBisCO long chain, Form III-like [uncultured bacterium]",Microgenomates,IIIlike
389,"gi|1572539426|emb|VDD88750.1| RuBisCO long chain, Form III-like [uncultured bacterium]",Gottesmanbacteria,IIIlike
390,"gi|1572539388|emb|VDD88719.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
391,"gi|1572539380|emb|VDD88709.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
392,"gi|1572540207|emb|VDD89172.1| RuBisCO long chain, Form III-c [uncultured bacterium]",Gottesmanbacteria,IIIc
393,"gi|1572539963|emb|VDD88993.1| RuBisCO long chain, Form III-like [uncultured bacterium]",Dojkabacteria,IIIlike
394,"gi|1572539953|emb|VDD88984.1| RuBisCO long chain, Form III-like [uncultured bacterium]",Gottesmanbacteria,IIIlike
395,"gi|1572540239|emb|VDD89200.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
396,"gi|1572540161|emb|VDD89147.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
397,"gi|1572539486|emb|VDD88788.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
398,"gi|1572541035|emb|VDS11144.1| RuBisCO long chain, Form III-b [uncultured Candidatus Woesearchaeota archaeon]",Pacearchaeota,IIIb
399,"gi|1572540141|emb|VDD89125.1| RuBisCO long chain, Form III-b [uncultured archaeon]",Pacearchaeota,IIIb
400,TARA_037.SAMEA2619970.600.0.22-1.6_146284_3 /annotation=ribulose bisphosphate carboxylase type III/domain=Archaea /phylum=Pacearchaeota,Pacearchaeota,IIIb
401,"gi|499984357|ref|WP_011665075.1| ribulose-bisphosphate carboxylase [Rhodopseudomonas palustris] >gi|115519624|gb|ABJ07608.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Rhodopseudomonas palustris BisA53]",reference,IV
402,"gi|505264786|ref|WP_015451888.1| form I ribulose bisphosphate carboxylase large subunit [Azoarcus sp. KH32C] >gi|358639818|dbj|BAL27114.1| ribulose bisphosphate carboxylase, large subunit [Azoarcus sp. KH32C]",reference,I
403,"gi|1220464692|gb|ASO45429.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial (plastid) [Pyropia sp.] >gi|1220464694|gb|ASO45430.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial (plastid) [Pyropia sp.] >gi|1220464696|gb|ASO45431.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Pyropia sp.]",reference,I
404,"gi|730476|sp|Q08051.1|RBL_CHRCT RecName: Full=Ribulose bisphosphate carboxylase large chain; Short=RuBisCO large subunit >gi|456606|dbj|BAA39175.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Chrysotila carterae]",reference,I
405,"gi|760012558|ref|WP_043695793.1| form I ribulose bisphosphate carboxylase large subunit [Synechococcus sp. KORDI-49] >gi|90655413|gb|ABD96254.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [uncultured marine type-A Synechococcus GOM 3M9] >gi|90655586|gb|ABD96423.1| ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [uncultured marine type-A Synechococcus GOM 4P21] >gi|670931319|gb|AII47280.1| ribulose bisophosphate carboxylase [Synechococcus sp. KORDI-49]",reference,I
406,"gi|56565978|gb|AAV98336.1| synthetic ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Plastid transformation vector pcmtrLA]",reference,II
407,RBC_51 gi|3183152|sp|Q59462.3|RBL2_HYDMR,reference,II
408,RBC4_5 gi|505138192|ref|WP_015325294.1|,reference,II/III
409,gi|491112585|ref|WP_004971045.1| type III ribulose-bisphosphate carboxylase [Haloferax denitrificans] >gi|445748915|gb|EMA00361.1| ribulose bisophosphate carboxylase [Haloferax denitrificans ATCC 35960],reference,IIIb
410,gi|445668339|gb|ELZ20969.1| ribulose bisophosphate carboxylase [Haloterrigena limicola JCM 13563],reference,IIIb
411,gi|500145680|ref|WP_011821683.1| type III ribulose-bisphosphate carboxylase [Hyperthermus butylicus] >gi|123978084|gb|ABM80365.1| Ribulose bisphosphate carboxylase [Hyperthermus butylicus DSM 5456],reference,IIIb
412,RBCSeed_29 gwc2_scaffold_145_63,Peregrinibacteria,II/III
413,RBCSeed_2 cg1_0.2_scaffold_107_c_58,Micrarchaeota,II/III
414,"gi|1572539556|emb|VDD88847.1| RuBisCO long chain, Form III-b [uncultured bacterium]",Amesbacteria,IIIb
415,"cg1_0.2_scaffold_3141_c_19 ribulose bisphosphate carboxylase, type III (EC:4.1.1.39); K01601 ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39] Tax=CG_Pacearch_03 id=91911077 bin=""CG1_02_FULL_Pacearchaeota_39_14_curated"" species=CG_Pacearch_03 genus=unknown taxon_order=unknown taxon_class=unknown phylum=Pacearchaeota organism_tax=CG_Pacearch_03, Pacearchaeota, Archaea",Pacearchaeota,IIIb
416,"RBG_13_OP11_45_10_RBG_13_scaffold_565_32 ribulose bisophosphate carboxylase Tax=RBG_13_OP11_Gottesmanbacteria_45_10_curated id=86870363 bin=""Candidatus Gottesmanbacteria bacterium RBG_13_45_10"" species=RBG_13_OP11_Gottesmanbacteria_45_10_curated genus=unknown taxon_order=unknown taxon_class=Gottesmanbacteria phylum=Microgenomates organism_tax=RBG_13_OP11_Gottesmanbacteria_45_10_curated",Gottesmanbacteria,IIIlike
417,"gwc1_scaffold_1390_11 Ribulose bisphosphate carboxylase, type III {ECO:0000313|EMBL:KKP92735.1}; TaxID=1619090 species=""Bacteria; candidate division WS6.;"" source=""candidate division WS6 bacterium GW2011_GWC1_36_11.;"" id=2669238 bin=""GWC1_WS6_36_11"" species=GWC1_WS6_36_11 genus=unknown taxon_order=unknown taxon_class=unknown phylum=WS6 organism_tax=Dojkabacteria",Dojkabacteria,IIIlike
418,"gwc1_scaffold_103_93 Ribulose bisophosphate carboxylase, ribulose-bisphosphate carboxylase large chain {ECO:0000313|EMBL:KKP44747.1}; EC=4.1.1.39 {ECO:0000313|EMBL:KKP44747.1};; TaxID=1619089 species=""Bacteria; candidate id=5099737 bin=""WS6_GWC1_33_20"" species=WS6_GWC1_33_20 genus=unknown taxon_order=unknown taxon_class=unknown phylum=WS6 organism_tax=Dojkabacteria organism_desc=IN PAPER CLONED BY TABITA-INACTIVE",Dojkabacteria,IIIlike
419,"gi|1572540971|emb|VDS11112.1| RuBisCO long chain, Form II/III [uncultured DPANN archaeon]",unknown,II/III
420,"gi|1572541053|emb|VDS11153.1| RuBisCO long chain, Form II/III [uncultured Candidatus Woesearchaeota archaeon] >gi|1572541067|emb|VDS11160.1| RuBisCO long chain, Form II/III [uncultured Candidatus Woesearchaeota archaeon] >gi|1572541117|emb|VDS11185.1| RuBisCO long chain, Form II/III [uncultured Candidatus Woesearchaeota archaeon]",Woesearchaeota,II/III
421,"gi|1572540211|emb|VDD89174.1| RuBisCO long chain, Form II/III [uncultured bacterium]",Dojkabacteria,II/III
